ID_GAND_CT	ID_GAND	referent	EN_source_sentence	referent_embedding	sentence_source	OPUS_DE_translation	DE_gender	OPUS_ES_translation	ES_gender	DE_contrastive_TR	DE_contrastive_gender	ES_contrastive_TR	ES_contrastive_gender
47	415	nurse	Your doctor or MS nurse may provide you with an AVOSTARTCLIP titration kit to help gradually increase your dose of AVONEX during the first 3 weeks of treatment.	female_embedding_list	C4	Ihr Arzt oder die MS-Krankenschwester kann Ihnen ein AVOSTARTCLIP-Titrationsset zur Verfügung stellen, um Ihre AVONEX-Dosis in den ersten 3 Wochen der Behandlung schrittweise zu erhöhen.	feminine	Su médico o enfermero de MS pueden proporcionarle un kit de ajuste de AVOSTARTCLIP para ayudar a aumentar gradualmente su dosis de AVONEX durante las primeras 3 semanas de tratamiento.	masculine	Ihr Arzt oder der MS-Krankenpfleger kann Ihnen ein AVOSTARTCLIP-Titrationsset zur Verfügung stellen, um Ihre AVONEX-Dosis in den ersten 3 Wochen der Behandlung schrittweise zu erhöhen.	masculine	Su médico o enfermera de MS pueden proporcionarle un kit de ajuste de AVOSTARTCLIP para ayudar a aumentar gradualmente su dosis de AVONEX durante las primeras 3 semanas de tratamiento.	feminine
48	4248	manager	I went but the manager said I' d just missed her.	male_embedding_list	OpenSubtitles	Ich ging, aber der Manager sagte, ich hätte sie gerade verpasst.	masculine	Fui pero el gerente dijo que la había echado de menos.	masculine	Ich ging, aber die Managerin sagte, ich hätte sie gerade verpasst.	feminine	Fui pero la gerente dijo que la había echado de menos.	feminine
49	3090	attendant	Well, you must, as a flight attendant, offer the option of buying another seat at half price for that oversized item.	female_embedding_list	OpenSubtitles	Nun, Sie müssen als Flugbegleiter die Möglichkeit bieten, einen anderen Sitzplatz zum halben Preis für dieses übergroße Stück zu kaufen.	masculine	Bueno, usted debe, como azafata, ofrecer la opción de comprar otro asiento a mitad de precio para ese artículo de gran tamaño.	feminine	Nun, Sie müssen als Flugbegleiterin die Möglichkeit bieten, einen anderen Sitzplatz zum halben Preis für dieses übergroße Stück zu kaufen.	feminine	Bueno, usted debe, como azafato, ofrecer la opción de comprar otro asiento a mitad de precio para ese artículo de gran tamaño.	masculine
50	1501	blogger	And, PLEASE, if you are a "no-reply comment" blogger, you must leave an email address in your comment.	female_embedding_list	C4	Und, BITTE, wenn Sie ein "nicht antworten Kommentar" Blogger sind, müssen Sie eine E-Mail-Adresse in Ihrem Kommentar hinterlassen.	masculine	Y, por favor, si eres un blogger de "no responder comentarios", debes dejar una dirección de correo electrónico en tu comentario.	masculine	Und, BITTE, wenn Sie eine "nicht antworten Kommentar" Bloggerin sind, müssen Sie eine E-Mail-Adresse in Ihrem Kommentar hinterlassen.	feminine	Y, por favor, si eres una blogger de "no responder comentarios", debes dejar una dirección de correo electrónico en tu comentario.	feminine
51	1746	investigator	Another investigator has worked with equine cadavers to quantify bend, and there is at least 2 degrees of movement available between each thoracic vertebra in a deceased horse.	LLM_male_list	C4	Ein anderer Ermittler hat mit Pferdekadavern gearbeitet, um Biegung zu quantifizieren, und es gibt mindestens 2 Grad Bewegung zwischen jedem Brustwirbel in einem verstorbenen Pferd.	masculine	Otro investigador ha trabajado con cadáveres equinos para cuantificar la curva, y hay al menos 2 grados de movimiento disponibles entre cada vértebra torácica en un caballo fallecido.	masculine	Eine andere Ermittlerin hat mit Pferdekadavern gearbeitet, um Biegung zu quantifizieren, und es gibt mindestens 2 Grad Bewegung zwischen jedem Brustwirbel in einem verstorbenen Pferd.	feminine	Otra investigadora ha trabajado con cadáveres equinos para cuantificar la curva, y hay al menos 2 grados de movimiento disponibles entre cada vértebra torácica en un caballo fallecido.	feminine
52	2675	publisher	In 2002, I worked for a New York City book publisher doing a job I hated.	LLM_male_list	C4	2002 arbeitete ich für einen New Yorker Buchverlag, der einen Job machte, den ich hasste.	neutral	En 2002, trabajé para un editor de libros de la ciudad de Nueva York haciendo un trabajo que odiaba.	masculine	2002 arbeitete ich für einen New Yorker Buchverlag, der einen Job machte, den ich hasste.	neutral	En 2002, trabajé para una editora de libros de la ciudad de Nueva York haciendo un trabajo que odiaba.	feminine
53	955	philosopher	The philosopher, it turns out, got it backward.	male_embedding_list	C4	Der Philosoph, wie sich herausstellte, hat es rückwärts gebracht.	masculine	El filósofo, resulta, lo consiguió hacia atrás.	masculine	Die Philosophin, wie sich herausstellte, hat es rückwärts gebracht.	feminine	La filósofa, resulta, lo consiguió hacia atrás.	feminine
54	1812	leader	As a leader, you must have an explicit purpose and vision for yourself, your team, and your mission.	male_embedding_list	C4	Als Anführer müssen Sie einen expliziten Zweck und eine Vision für sich selbst, Ihr Team und Ihre Mission haben.	masculine	Como líder, debes tener un propósito y una visión explícitos para ti, tu equipo y tu misión.	neutral	Als Anführerin müssen Sie einen expliziten Zweck und eine Vision für sich selbst, Ihr Team und Ihre Mission haben.	feminine	Como líder, debes tener un propósito y una visión explícitos para ti, tu equipo y tu misión.	neutral
55	3933	editor	It was a rag, but the editor taught me one important lesson.	female_embedding_list	OpenSubtitles	Es war ein Lappen, aber der Redakteur hat mir eine wichtige Lektion erteilt.	masculine	Era un trapo, pero el editor me enseñó una lección importante.	masculine	Es war ein Lappen, aber die Redakteurin hat mir eine wichtige Lektion erteilt.	feminine	Era un trapo, pero la editora me enseñó una lección importante.	feminine
56	1614	developer	You could visit FPT - Best Music Apps's website to know more about the company/developer who developed this.	male_embedding_list	C4	Besuchen Sie die Website von FPT - Best Music Apps, um mehr über das Unternehmen/Entwickler zu erfahren, der dies entwickelt hat.	masculine	Puedes visitar el sitio web de FPT - Best Music Apps para saber más sobre la empresa/desarrollador que desarrolló esto.	masculine	Besuchen Sie die Website von FPT - Best Music Apps, um mehr über das Unternehmen/Entwicklerin zu erfahren, die dies entwickelt hat.	feminine	Puedes visitar el sitio web de FPT - Best Music Apps para saber más sobre la empresa/desarrolladora que desarrolló esto.	feminine
57	5035	client	Uh, my client would like to plead guilty, Your Honour.	LLM_neutral_list	OpenSubtitles	Mein Mandant möchte sich schuldig bekennen, Euer Ehren.	masculine	A mi cliente le gustaría declararse culpable, Su Señoría.	neutral	Meine Mandantin möchte sich schuldig bekennen, Euer Ehren.	feminine	A mi cliente le gustaría declararse culpable, Su Señoría.	neutral
58	3517	leader	I' m no leader, I never was!	male_embedding_list	OpenSubtitles	Ich bin kein Anführer, ich war es nie!	masculine	¡No soy líder, nunca lo fui!	neutral	Ich bin keine Anführerin, ich war es nie!	feminine	¡No soy líder, nunca lo fui!	neutral
59	2388	helper	His plan allowed for an in-home helper who came every day to get Agnes up and be a personal assistant and to assist Agnes in performing her activities of daily living – grooming, toileting, dressing, eating, walking and whatever else was needed.	LLM_neutral_list	C4	Sein Plan erlaubte es einem Haushelfer, der jeden Tag kam, um Agnes aufzuholen und eine persönliche Assistentin zu sein und Agnes bei der Durchführung ihrer täglichen Aktivitäten zu helfen – Pflege, Toiletten, Ankleiden, Essen, Gehen und was sonst noch nötig war.	masculine	Su plan permitió que un ayudante en el hogar que venía todos los días para levantar a Agnes y ser una asistente personal y ayudar a Agnes en la realización de sus actividades de la vida diaria - aseo, aseo, vestirse, comer, caminar y lo que fuera necesario.	masculine	Sein Plan erlaubte es einer Haushelferin, die jeden Tag kam, um Agnes aufzuholen und eine persönliche Assistentin zu sein und Agnes bei der Durchführung ihrer täglichen Aktivitäten zu helfen – Pflege, Toiletten, Ankleiden, Essen, Gehen und was sonst noch nötig war.	feminine	Su plan permitió que una ayudante en el hogar que venía todos los días para levantar a Agnes y ser una asistente personal y ayudar a Agnes en la realización de sus actividades de la vida diaria - aseo, aseo, vestirse, comer, caminar y lo que fuera necesario.	feminine
60	1502	blogger	Did blogging books change the game for me as a new blogger?	female_embedding_list	C4	Hat Blogging Bücher das Spiel für mich als neuer Blogger verändert?	masculine	¿Los libros de blogueo cambiaron el juego para mí como un nuevo blogger?	masculine	Hat Blogging Bücher das Spiel für mich als neue Bloggerin verändert?	feminine	¿Los libros de blogueo cambiaron el juego para mí como una nueva blogger?	feminine
61	2792	firefighter	I wear kevlar laces that have lasted me through two pairs of boots, under the daily demand of work as a forester and wildland firefighter!	LLM_male_list	C4	Ich trage Kevlar-Schnüren, die mich durch zwei Paar Stiefel durchgehalten haben, unter der täglichen Forderung der Arbeit als Förster und Wildland Feuerwehrmann!	masculine	¡Llevo cordones de kevlar que me han durado a través de dos pares de botas, bajo la demanda diaria de trabajo como bombero forestal y salvaje!	masculine	Ich trage Kevlar-Schnüren, die mich durch zwei Paar Stiefel durchgehalten haben, unter der täglichen Forderung der Arbeit als Försterin und Wildland Feuerwehrfrau!	feminine	¡Llevo cordones de kevlar que me han durado a través de dos pares de botas, bajo la demanda diaria de trabajo como bombera forestal y salvaje!	feminine
62	636	adult	As an adult, I had settled in my heart that my dad was no longer a part of my life and I had to move on.	LLM_neutral_list	C4	Als Erwachsener hatte ich mich in meinem Herzen niedergelassen, dass mein Vater nicht mehr ein Teil meines Lebens war und ich weiterziehen musste.	masculine	Como adulto, me había establecido en mi corazón que mi padre ya no era parte de mi vida y tenía que seguir adelante.	masculine	Als Erwachsene hatte ich mich in meinem Herzen niedergelassen, dass mein Vater nicht mehr ein Teil meines Lebens war und ich weiterziehen musste.	feminine	Como adulta, me había establecido en mi corazón que mi padre ya no era parte de mi vida y tenía que seguir adelante.	feminine
63	2897	amateur	Whether you’re an amateur or a professional athlete, it is always important to protect your body from injury and stay healthy.	female_embedding_list	C4	Egal, ob Sie Amateur oder Profi-Sportler sind, es ist immer wichtig, Ihren Körper vor Verletzungen zu schützen und gesund zu bleiben.	masculine	Si usted es un aficionado o un atleta profesional, siempre es importante proteger su cuerpo de lesiones y mantenerse saludable.	masculine	Egal, ob Sie Amateurin oder Profi-Sportlerin sind, es ist immer wichtig, Ihren Körper vor Verletzungen zu schützen und gesund zu bleiben.	feminine	Si usted es una aficionada o una atleta profesional, siempre es importante proteger su cuerpo de lesiones y mantenerse saludable.	feminine
64	3052	buddy	It' s just not worth it, buddy.	male_embedding_list	OpenSubtitles	Das ist es einfach nicht wert, Kumpel.	masculine	No vale la pena, amigo.	masculine	Das ist es einfach nicht wert, Kumpelin.	feminine	No vale la pena, amiga.	feminine
65	2462	enthusiast	I'm a coffee drinker, vintage lover, plant grower, nature enthusiast, nomadic wanderer, and Catholic newbie!	LLM_neutral_list	C4	Ich bin Kaffeetrinker, Vintage-Liebhaber, Pflanzenzüchter, Naturliebhaber, Nomadenwanderer und katholischer Neuling!	masculine	¡Soy un bebedor de café, amante de la vendimia, cultivador de plantas, entusiasta de la naturaleza, nómada y novato católico!	masculine	Ich bin Kaffeetrinkerin, Vintage-Liebhaberin, Pflanzenzüchter, Naturliebhaberin, Nomadenwanderin und katholischer Neuling!	feminine	¡Soy una bebedora de café, amante de la vendimia, cultivadora de plantas, entusiasta de la naturaleza, nómada y novata católica!	feminine
66	1092	hairdresser	Instead large tears roll down my cheeks as the hairdresser makes my Rapunzel locks more manageable.	female_embedding_list	C4	Stattdessen rollen große Tränen meine Wangen hinunter, da der Friseur meine Rapunzel-Schlösser überschaubarer macht.	masculine	En vez de eso, grandes lágrimas bajan por mis mejillas mientras la peluquera hace que mis cerraduras Rapunzel sean más manejables.	feminine	Stattdessen rollen große Tränen meine Wangen hinunter, da die Friseurin meine Rapunzel-Schlösser überschaubarer macht.	feminine	En vez de eso, grandes lágrimas bajan por mis mejillas mientras el peluquero hace que mis cerraduras Rapunzel sean más manejables.	masculine
